"Statistic Label","Month","Commodity Group","UNIT","VALUE"
"Value of Exports","2021 January","Crude materials, inedible, except fuels (2)","Euro Thousand","132071"
"Value of Exports","2021 January","Hides, skins and furskins, raw (21)","Euro Thousand","4548"
"Value of Exports","2021 January","Oilseeds and oleaginous fruit (22)","Euro Thousand","3086"
"Value of Exports","2021 January","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","2849"
"Value of Exports","2021 January","Cork and wood (24)","Euro Thousand","17679"
"Value of Exports","2021 January","Pulp and waste paper (25)","Euro Thousand","6517"
"Value of Exports","2021 January","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","10146"
"Value of Exports","2021 January","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","10681"
"Value of Exports","2021 January","Metalliferous ores and metal scrap (28)","Euro Thousand","66302"
"Value of Exports","2021 January","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","10263"
"Value of Exports","2021 January","Mineral fuels, lubricants and related materials (3)","Euro Thousand","82704"
"Value of Exports","2021 January","Coal, coke and briquettes (32)","Euro Thousand","10081"
"Value of Exports","2021 January","Petroleum, petroleum products and related materials (33)","Euro Thousand","63544"
"Value of Exports","2021 January","Gas, natural and manufactured (34)","Euro Thousand","707"
"Value of Exports","2021 January","Electric current (35)","Euro Thousand","8372"
"Value of Exports","2021 January","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","7499"
"Value of Exports","2021 January","Animal oils and fats (41)","Euro Thousand","6659"
"Value of Exports","2021 January","Fixed vegetable oils and fats (42)","Euro Thousand","805"
"Value of Exports","2021 January","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","35"
"Value of Exports","2021 January","Chemicals and related products, n.e.s. (5)","Euro Thousand","9460357"
"Value of Exports","2021 January","Organic chemicals (51)","Euro Thousand","2413156"
"Value of Exports","2021 January","Inorganic chemicals (52)","Euro Thousand","18866"
"Value of Exports","2021 January","Dyeing, tanning and colouring materials (53)","Euro Thousand","9728"
"Value of Exports","2021 January","Medicinal and pharmaceutical products (54)","Euro Thousand","5945660"
"Value of Exports","2021 January","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","623022"
"Value of Exports","2021 January","Fertilisers, manufactured (56)","Euro Thousand","508"
"Value of Exports","2021 January","Plastics in primary forms (57)","Euro Thousand","30355"
"Value of Exports","2021 January","Plastics in non-primary forms (58)","Euro Thousand","148503"
"Value of Exports","2021 January","Chemical materials and products, n.e.s. (59)","Euro Thousand","270560"
"Value of Exports","2021 January","Manufactured goods classified chiefly by material (6)","Euro Thousand","180820"
"Value of Exports","2021 January","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","2428"
"Value of Exports","2021 January","Rubber manufactures, n.e.s. (62)","Euro Thousand","13782"
"Value of Exports","2021 January","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","26548"
"Value of Exports","2021 January","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","11793"
"Value of Exports","2021 January","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","12107"
"Value of Exports","2021 January","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","33993"
"Value of Exports","2021 January","Iron and steel (67)","Euro Thousand","12551"
"Value of Exports","2021 January","Non-ferrous metals (68)","Euro Thousand","9876"
"Value of Exports","2021 January","Manufactures of metal, n.e.s. (69)","Euro Thousand","57741"
"Value of Exports","2021 January","Machinery and transport equipment (7)","Euro Thousand","1452363"
"Value of Exports","2021 January","Power generating machinery and equipment (71)","Euro Thousand","124366"
"Value of Exports","2021 January","Machinery specialised for particular industries (72)","Euro Thousand","45002"
"Value of Exports","2021 January","Metalworking machinery (73)","Euro Thousand","2302"
"Value of Exports","2021 January","General industrial machinery and parts, n.e.s. (74)","Euro Thousand","111877"
"Value of Exports","2021 January","Office machines and automatic data processing equipment (75)","Euro Thousand","350166"
"Value of Exports","2021 January","Telecommunications and sound recording, reproducing equipment (76)","Euro Thousand","62047"
"Value of Exports","2021 January","Electrical machinery, appliances etc., n.e.s. (77)","Euro Thousand","697347"
"Value of Exports","2021 January","Road vehicles (78)","Euro Thousand","19854"
"Value of Exports","2021 January","Other transport equipment (79)","Euro Thousand","39402"
"Value of Exports","2021 January","Miscellaneous manufactured articles (8)","Euro Thousand","1175176"
"Value of Exports","2021 January","Prefab buildings; plumbing and electrical fixtures and fittings (81)","Euro Thousand","11249"
"Value of Exports","2021 January","Furniture and parts thereof (82)","Euro Thousand","14327"
"Value of Exports","2021 January","Travel goods, handbags and similar containers (83)","Euro Thousand","2258"
"Value of Exports","2021 January","Articles of apparel and clothing accessories (84)","Euro Thousand","11384"
"Value of Exports","2021 January","Footwear (85)","Euro Thousand","1626"
"Value of Exports","2021 January","Professional, scientific and controlling apparatus (87)","Euro Thousand","499838"
